address,
"0x1225a61c2a367d7a45197b086acdcf2c195482c3",winner,""
"0x268d36650007d0e26dda08eab9bbcccc5ebf102a",winner,""
"0x4ef7985cf9f22ad47bae798dbfd9f231a9ae607e",winner,""
"0x8fd5d0813172f724cf86e9d89fd9eed20ccfbb99",winner,""
"0x9c01672bca7c85b7d0422b8cf93a1d4794dbf08a",winner,""
"0x0020aa4472066100e6b5a7497fd5fcb17148ff6e",""
"0x002b1390116239a65b8f14bf8691b7b0c3f54c7c",""
"0x00afe19b88a3f1e4187ba3b87cc117346a019a7e",""
"0x00b864dceb858f2fd1e24ff592c45400b6f4d007",""
"0x00ca1a83cd12e25d069a91a364ba01fd2a2b900b",""
"0x012b7f6538402ca66a716d758dbbdb8caeece6ca",""
"0x01bee4f022e79f53c5e10523d84e3597cc4b1adb",""
"0x01e2012bcca6d2133585775082d7f55331be742d",""
"0x022fa7392345f6511cd5b8361e9f63ec48d337be",""
"0x027452a8932836e0ecffa26c41362e4cb3ece0f8",""
"0x028bd1e65b25ca2fbaa177b5d2c3257142c1fe8e",""
"0x02a2d72831613e47a1bdf5511f52bfaf2dfa1283",""
"0x02c84f610c0faed23674f6a979723d27da1cba48",""
"0x02e2a4897003eaa226432a80ad863bfad76199f5",""
"0x0332a05c57a3c9c56f06329fef7b12f30dff8085",""
"0x033e0a61ac00288a6388d1c8bad11a881ca9e212",""
"0x0347e5d3b6cf5697349807aa1ba3d076643a32d1",""
"0x04551ad00eaf4552adee6377804e4c5a5c011904",""
"0x0475433171c450ac7aba6452379a88e520193b72",""
"0x047703736609bb505c4f19a9b1bfd9cceecfa9ff",""
"0x04c650b361a9f9decba87c6b87db11a67bffcc4e",""
"0x04d68ca02dedb32458062dcf2c906588521fbc3e",""
"0x04e630f190cdc987b71d26d2302ab0a3e03ac81b",""
"0x056fccf01e0e02bbf882157e4e2c4396780f9be9",""
"0x0573f9f4605ca1032b83d80c272b9a7109ef9b43",""
"0x0593ad74ca60d5dd93682667a652f320adf1fde2",""
"0x0608eb751aa01cf77878deed30c4730e47275868",""
"0x061edd9f27952938d330c6bea77600090c5024ce",""
"0x0623a62eeaf778d0495e3076ec4a9c373a8aa47c",""
"0x063ee81ffded3250e624ca1ae7b27cee612f82ae",""
"0x069eaf0625fc0205cfa86d5152c07867f13346a0",""
"0x06a8ed5d4f7ee2a4a678253a4c78fa3ba83c8c31",""
